runId,runtimeVariant,service,workFactor,payloadSize,concurrency,repeat,requests,failures,elapsed,requestsPerSecond,p50,p95,p99,p999,min,max
sequential_full_20260527_204614,go-stdlib,go,10,128,48,2,214856,0,4.001104321s,53699.17,554.966µs,2.675691ms,3.921222ms,6.53611ms,40.11µs,9.320056ms
sequential_full_20260527_204614,go-stdlib,go,10,128,96,1,264353,0,4.003136213s,66036.47,753.751µs,4.798658ms,6.99439ms,10.512086ms,42.93µs,16.432899ms
sequential_full_20260527_204614,go-stdlib,go,10,128,96,2,271230,0,4.003574393s,67746.96,739.459µs,4.733854ms,6.965661ms,10.142946ms,43.356µs,20.038369ms
sequential_full_20260527_204614,go-stdlib,go,10,128,192,1,231070,0,4.006322126s,57676.34,1.645939ms,11.275101ms,17.166433ms,25.219037ms,46.912µs,46.5569ms
sequential_full_20260527_204614,go-stdlib,go,10,128,192,2,265990,0,4.006543822s,66388.89,1.360051ms,10.071912ms,15.243337ms,21.812498ms,47.424µs,33.820754ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,1,1,15496,0,4.000123766s,3873.88,240.377µs,390.022µs,601.179µs,874.14µs,127.067µs,3.534567ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,1,2,15771,0,4.000107363s,3942.64,237.727µs,372.827µs,586.919µs,821.434µs,134.043µs,3.356545ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,6,1,45725,0,4.000775639s,11429.03,507.3µs,903.437µs,1.272366ms,2.658905ms,109.046µs,7.62639ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,6,2,45107,0,4.000768307s,11274.58,512.618µs,922.535µs,1.281149ms,2.872395ms,114.321µs,11.074643ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,12,1,51036,0,4.000896306s,12756.14,783.293µs,2.09612ms,2.999607ms,5.028537ms,113.418µs,10.207234ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,12,2,50711,0,4.0011902s,12673.98,780.2µs,2.113296ms,3.204296ms,6.044642ms,126.696µs,9.994786ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,24,1,41831,0,4.002668464s,10450.78,1.738595ms,6.287501ms,9.340855ms,14.781071ms,135.081µs,24.578723ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,24,2,45446,0,4.003132137s,11352.61,1.614074ms,5.731218ms,8.773055ms,13.080378ms,132.001µs,22.632342ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,48,1,55294,0,4.002791014s,13813.86,1.942206ms,10.519922ms,15.298261ms,22.315692ms,115.685µs,37.927772ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,48,2,61922,0,4.003305419s,15467.72,1.549936ms,9.415765ms,13.915286ms,20.846106ms,129.968µs,36.374069ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,96,1,84928,0,4.005558477s,21202.54,1.230248ms,15.650299ms,23.426143ms,34.581889ms,122.95µs,55.021697ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,96,2,89977,0,4.005603285s,22462.78,1.22413ms,14.733909ms,22.147171ms,32.321888ms,104.871µs,62.456306ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,192,1,76979,0,4.017772739s,19159.62,3.02264ms,37.008393ms,59.429217ms,96.88344ms,113.349µs,209.717218ms
sequential_full_20260527_204614,go-stdlib,go,10,2048,192,2,84435,0,4.011187337s,21049.88,2.149343ms,33.817717ms,52.767876ms,79.920976ms,112.348µs,153.515245ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,1,1,20369,0,4.000241489s,5091.94,186.403µs,263.769µs,319.716µs,557.375µs,109.791µs,4.891248ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,1,2,21767,0,4.00022748s,5441.44,175.988µs,238.497µs,301.679µs,618.386µs,107.244µs,4.339001ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,6,1,86928,0,4.000645933s,21728.49,232.396µs,520.937µs,1.179019ms,3.196313ms,46.758µs,6.838505ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,6,2,110262,0,4.000779952s,27560.13,201.348µs,340.418µs,645.504µs,1.164579ms,52.647µs,4.312732ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,12,1,170211,0,4.001591648s,42535.82,244.782µs,573.696µs,1.04543ms,1.672908ms,40.456µs,4.62847ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,12,2,137289,0,4.001507639s,34309.32,278.26µs,789.546µs,1.782878ms,4.625464ms,35.276µs,18.400758ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,24,1,268579,0,4.002462464s,67103.44,291.431µs,919.168µs,1.494513ms,2.69433ms,36.76µs,7.527573ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,24,2,270432,0,4.002092245s,67572.66,288.51µs,921.189µs,1.467144ms,2.582654ms,34.25µs,5.875049ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,48,1,401126,0,4.002591377s,100216.58,329.478µs,1.526101ms,2.217197ms,3.80387ms,34.741µs,7.604862ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,48,2,392210,0,4.002127148s,98000.38,340.906µs,1.535086ms,2.223016ms,4.08863ms,32.248µs,10.18839ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,96,1,480527,0,4.002609425s,120053.43,532.064µs,2.551778ms,3.870259ms,5.861757ms,37.717µs,11.208791ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,96,2,388660,0,4.004245255s,97061.99,638.456µs,3.26738ms,5.781196ms,8.745104ms,35.28µs,22.067721ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,192,1,439835,0,4.003373815s,109866.08,1.152796ms,5.581207ms,8.702171ms,13.681862ms,36.729µs,38.162933ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,7,192,2,425911,0,4.003211516s,106392.33,1.177947ms,5.674413ms,9.420565ms,16.660778ms,39.878µs,35.047867ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,1,1,22077,0,4.000158747s,5519.03,175.665µs,227.291µs,278.826µs,479.786µs,107.496µs,4.666758ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,1,2,22271,0,4.000043758s,5567.69,174.397µs,227.487µs,278.136µs,435.215µs,107.901µs,1.449185ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,6,1,107114,0,4.000729109s,26773.62,208.337µs,353.112µs,589.756µs,1.065854ms,46.949µs,2.910053ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,6,2,105349,0,4.000453755s,26334.26,210.355µs,361.397µs,634.861µs,1.301008ms,55.348µs,4.502622ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,12,1,163565,0,4.001130051s,40879.70,257.417µs,573.305µs,1.007306ms,1.892389ms,44.559µs,8.067507ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,12,2,157157,0,4.00131s,39276.39,264.188µs,610.077µs,1.116476ms,2.799882ms,45.089µs,7.344312ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,24,1,215775,0,4.001045819s,53929.65,341.317µs,1.217573ms,2.322125ms,5.010765ms,40.969µs,10.693878ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,24,2,253929,0,4.001363019s,63460.63,308.924µs,952.577µs,1.550949ms,3.482841ms,40.003µs,10.808162ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,48,1,372209,0,4.002283488s,92999.16,358.71µs,1.61991ms,2.368278ms,3.857656ms,40.414µs,7.579667ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,48,2,310781,0,4.002767451s,77641.53,436.897µs,1.862234ms,3.159859ms,6.140667ms,41.719µs,11.738006ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,96,1,366637,0,4.003299897s,91583.70,671.754µs,3.427176ms,5.674252ms,10.240221ms,44.601µs,26.821427ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,96,2,453266,0,4.00205862s,113258.21,555.581µs,2.686707ms,4.251675ms,6.380104ms,40.88µs,13.207604ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,192,1,443391,0,4.006938407s,110655.81,1.080245ms,5.517754ms,8.440244ms,13.814965ms,40.134µs,38.786495ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,128,192,2,411279,0,4.006073139s,102663.88,1.180722ms,6.071028ms,9.197107ms,13.693923ms,47.236µs,46.474997ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,1,1,90,0,4.027961388s,22.34,44.024854ms,48.033688ms,48.151677ms,48.151677ms,43.596889ms,48.151677ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,1,2,90,0,4.016026974s,22.41,44.009518ms,48.052536ms,48.164204ms,48.164204ms,43.436336ms,48.164204ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,6,1,540,0,4.031916941s,133.93,44.04303ms,48.038106ms,48.734544ms,49.927076ms,41.857647ms,49.927076ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,6,2,540,0,4.028251551s,134.05,44.02486ms,48.022115ms,48.095244ms,48.196872ms,43.468452ms,48.196872ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,12,1,1076,0,4.043546501s,266.10,44.057164ms,48.081668ms,48.207013ms,48.393903ms,43.237365ms,51.626801ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,12,2,1069,0,4.016133036s,266.18,44.059225ms,48.164458ms,49.149816ms,51.994747ms,42.667895ms,52.023721ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,24,1,2154,0,4.04407481s,532.63,44.035781ms,48.084506ms,48.310149ms,52.0348ms,42.755675ms,52.115735ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,24,2,2159,0,4.027949703s,536.00,44.049164ms,48.058053ms,48.873738ms,51.939264ms,42.932497ms,52.064771ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,48,1,4326,0,4.043975125s,1069.74,44.043356ms,48.109199ms,48.411162ms,52.037386ms,1.01847ms,52.071282ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,48,2,4325,0,4.043770427s,1069.55,44.036818ms,48.044263ms,48.22257ms,48.452647ms,41.780792ms,48.481717ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,96,1,8646,0,4.04395933s,2138.00,44.054785ms,48.059569ms,48.228529ms,48.439133ms,41.661971ms,51.920389ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,96,2,8572,0,4.044137128s,2119.61,44.099173ms,48.15295ms,48.401683ms,49.848408ms,41.619498ms,49.9732ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,192,1,17086,0,4.043865974s,4225.16,44.135238ms,48.294983ms,48.865863ms,51.708012ms,3.319362ms,53.313954ms
sequential_full_20260527_204614,oracle-jdk-jvm,helidon,10,2048,192,2,17057,0,4.044017162s,4217.84,44.185394ms,48.435016ms,49.771306ms,52.026117ms,179.394µs,55.65617ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,1,1,22459,0,4.000095166s,5614.62,173.65µs,226.262µs,279.773µs,495.414µs,104.24µs,1.611377ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,1,2,22607,0,4.000044704s,5651.69,172.056µs,224.99µs,276.841µs,464.479µs,77.821µs,1.70387ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,6,1,108068,0,4.000686015s,27012.37,205.165µs,356.274µs,630.974µs,1.11431ms,46.851µs,2.43601ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,6,2,89407,0,4.000327671s,22349.92,230.721µs,498.297µs,1.043239ms,2.501667ms,49.064µs,5.416987ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,12,1,170292,0,4.001107166s,42561.22,246.273µs,556.711µs,995.568µs,1.73483ms,40.99µs,4.156788ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,12,2,159327,0,4.000938196s,39822.41,258.408µs,621.949µs,1.103097ms,2.165263ms,42.91µs,15.488977ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,24,1,233044,0,4.001625152s,58237.34,315.878µs,1.108264ms,2.057401ms,4.477269ms,35.681µs,22.275862ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,24,2,229236,0,4.0014004s,57288.94,315.053µs,1.153754ms,2.181812ms,4.896245ms,37.328µs,18.381301ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,48,1,399377,0,4.002579688s,99779.90,326.935µs,1.532343ms,2.361623ms,4.352817ms,31.874µs,8.620334ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,48,2,354567,0,4.003259805s,88569.57,368.178µs,1.679487ms,2.699948ms,5.227389ms,35.865µs,12.236477ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,96,1,410865,0,4.002377429s,102655.24,600.943µs,3.119384ms,4.921429ms,7.648684ms,35.263µs,11.41196ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,96,2,488825,0,4.00254901s,122128.42,526.334µs,2.542828ms,3.824911ms,6.010155ms,37.763µs,10.878502ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,192,1,512303,0,4.003551179s,127962.15,978.848µs,4.705663ms,6.995915ms,11.199954ms,36.698µs,19.076117ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,7,192,2,518117,0,4.003092763s,129429.18,974.508µs,4.658987ms,7.072103ms,10.65ms,38.189µs,22.548289ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,1,1,21513,0,4.000185878s,5378.00,176.002µs,250.391µs,348.145µs,824.906µs,65.117µs,2.745413ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,1,2,15972,0,4.000133123s,3992.87,225.013µs,403.53µs,875.461µs,2.253866ms,44.79µs,6.368295ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,6,1,96328,0,4.000673309s,24077.95,219.208µs,422.626µs,835.504µs,2.359531ms,51.248µs,6.535339ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,6,2,103893,0,4.000809132s,25968.00,210.269µs,373.148µs,670.968µs,1.552292ms,56.438µs,6.518782ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,12,1,161096,0,4.000934742s,40264.59,261.306µs,589.757µs,1.021539ms,1.783964ms,44.863µs,6.14284ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,12,2,163311,0,4.00128499s,40814.64,259.124µs,574.021µs,967.706µs,1.775404ms,45.377µs,6.278391ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,24,1,256627,0,4.00158249s,64131.38,308.099µs,943.814µs,1.535511ms,2.765193ms,36.235µs,6.915754ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,24,2,256155,0,4.001367547s,64016.86,310.326µs,940.192µs,1.517435ms,2.710854ms,36.284µs,5.158287ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,48,1,361606,0,4.003427724s,90324.10,373.324µs,1.638494ms,2.477036ms,5.303519ms,41.624µs,10.404231ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,48,2,264853,0,4.001894967s,66181.90,493.834µs,2.329919ms,3.880342ms,6.72657ms,39.117µs,11.003917ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,96,1,367805,0,4.00195372s,91906.36,675.097µs,3.462171ms,5.387524ms,8.027649ms,40.194µs,17.029842ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,96,2,421560,0,4.003869426s,105288.15,578.437µs,2.943787ms,4.655545ms,7.734415ms,43.533µs,27.460166ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,192,1,471867,0,4.002620923s,117889.51,1.0366ms,5.132926ms,7.740085ms,11.893242ms,46.701µs,31.376825ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,128,192,2,485180,0,4.003104163s,121200.94,1.031788ms,4.924323ms,7.352342ms,10.661258ms,48.322µs,27.660523ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,1,1,90,0,4.003715791s,22.48,44.023527ms,47.972144ms,48.049144ms,48.049144ms,43.566241ms,48.049144ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,1,2,90,0,4.028017681s,22.34,44.018611ms,48.074613ms,48.220022ms,48.220022ms,43.79012ms,48.220022ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,6,1,541,0,4.039727304s,133.92,44.026036ms,48.05769ms,48.13672ms,48.292009ms,41.146002ms,48.292009ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,6,2,545,0,4.044301165s,134.76,44.030595ms,47.940992ms,48.916489ms,49.155706ms,43.033828ms,49.155706ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,12,1,1080,0,4.036177142s,267.58,44.060331ms,48.077327ms,48.403317ms,48.581619ms,42.895796ms,48.588352ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,12,2,1069,0,4.036304086s,264.85,44.114807ms,48.212451ms,48.404306ms,48.530654ms,42.382799ms,48.635512ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,24,1,2180,0,4.039790818s,539.63,44.035435ms,47.904465ms,48.105607ms,48.653681ms,42.556252ms,49.197068ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,24,2,2160,0,4.032321711s,535.67,44.061172ms,48.053647ms,48.209096ms,48.283019ms,42.376444ms,48.333601ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,48,1,4285,0,4.043787561s,1059.65,44.094558ms,48.269421ms,49.391282ms,50.015662ms,41.616788ms,53.420259ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,48,2,4320,0,4.040404827s,1069.20,44.064616ms,48.118988ms,48.36005ms,49.821489ms,41.876204ms,49.891008ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,96,1,8623,0,4.040041031s,2134.38,44.060014ms,48.154518ms,48.491412ms,48.913977ms,41.57424ms,49.603776ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,96,2,8633,0,4.036272399s,2138.85,44.068522ms,48.175612ms,48.615365ms,51.871813ms,1.664961ms,52.09204ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,192,1,17204,0,4.039309059s,4259.14,44.072382ms,48.204455ms,48.719981ms,51.211223ms,241.121µs,52.44795ms
sequential_full_20260527_204614,oracle-jdk-leyden-aot,helidon,10,2048,192,2,16987,0,4.042630944s,4201.97,44.196976ms,48.386114ms,50.485487ms,52.912059ms,2.628822ms,56.41104ms
